Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
Oklahoma,US,2021-04-01 4:27,35.88494195,-94.65859267,3151,26,,,"Adair, Oklahoma, US",14197.53086,0.825134878
Oklahoma,US,2021-04-01 4:27,36.73090616,-98.32408495,1155,5,,,"Alfalfa, Oklahoma, US",20256.05051,0.432900433
Oklahoma,US,2021-04-01 4:27,34.37366573,-96.03802487,1856,15,,,"Atoka, Oklahoma, US",13490.3329,0.808189655
Oklahoma,US,2021-04-01 4:27,36.7496847,-100.4758872,459,6,,,"Beaver, Oklahoma, US",8642.440218,1.307189542
Oklahoma,US,2021-04-01 4:27,35.26862449,-99.68128023,2848,41,,,"Beckham, Oklahoma, US",13028.95832,1.439606742
Oklahoma,US,2021-04-01 4:27,35.87518314,-98.43307003,1016,9,,,"Blaine, Oklahoma, US",10775.26779,0.885826772
Oklahoma,US,2021-04-01 4:27,33.96472458,-96.25903472,6039,59,,,"Bryan, Oklahoma, US",12582.56068,0.976982944
Oklahoma,US,2021-04-01 4:27,35.17364557,-98.37534464,3915,61,,,"Caddo, Oklahoma, US",13611.7099,1.558109834
Oklahoma,US,2021-04-01 4:27,35.5426055,-97.98465569,16434,106,,,"Canadian, Oklahoma, US",11081.14304,0.645004259
Oklahoma,US,2021-04-01 4:27,34.25103751,-97.28552485,5937,65,,,"Carter, Oklahoma, US",12340.21326,1.094829038
Oklahoma,US,2021-04-01 4:27,35.90692775,-94.99980896,5558,47,,,"Cherokee, Oklahoma, US",11422.81686,0.845627924
Oklahoma,US,2021-04-01 4:27,34.02807439,-95.54771129,1601,16,,,"Choctaw, Oklahoma, US",10911.94111,0.99937539
Oklahoma,US,2021-04-01 4:27,36.74817177,-102.5173885,209,1,,,"Cimarron, Oklahoma, US",9780.065512,0.4784689
Oklahoma,US,2021-04-01 4:27,35.20413532,-97.32519562,29767,308,,,"Cleveland, Oklahoma, US",10480.82137,1.034702859
Oklahoma,US,2021-04-01 4:27,34.58840127,-96.29798747,689,14,,,"Coal, Oklahoma, US",12538.67152,2.031930334
Oklahoma,US,2021-04-01 4:27,34.65973764,-98.47195055,13059,148,,,"Comanche, Oklahoma, US",10814.9964,1.133318018
Oklahoma,US,2021-04-01 4:27,34.28845626,-98.37053567,666,14,,,"Cotton, Oklahoma, US",11754.32404,2.102102102
Oklahoma,US,2021-04-01 4:27,36.76268118,-95.20916602,1936,12,,,"Craig, Oklahoma, US",13689.71857,0.619834711
Oklahoma,US,2021-04-01 4:27,35.90230551,-96.37086028,6757,124,,,"Creek, Oklahoma, US",9447.442745,1.835133935
Oklahoma,US,2021-04-01 4:27,35.63853802,-99.00170785,4058,73,,,"Custer, Oklahoma, US",13991.65604,1.798915722
Oklahoma,US,2021-04-01 4:27,36.40823634,-94.80325046,4526,66,,,"Delaware, Oklahoma, US",10523.37883,1.458241273
Oklahoma,US,2021-04-01 4:27,35.98772922,-99.00730714,543,6,,,"Dewey, Oklahoma, US",11102.02413,1.104972376
Oklahoma,US,2021-04-01 4:27,36.2180194,-99.75324573,354,3,,,"Ellis, Oklahoma, US",9173.360974,0.847457627
Oklahoma,US,2021-04-01 4:27,36.3791334,-97.78265517,7696,89,,,"Garfield, Oklahoma, US",12604.8218,1.156444906
Oklahoma,US,2021-04-01 4:27,34.70418038,-97.30811132,3539,56,,,"Garvin, Oklahoma, US",12771.10173,1.582367901
Oklahoma,US,2021-04-01 4:27,35.0167709,-97.88339847,5809,88,,,"Grady, Oklahoma, US",10404.05488,1.514890687
Oklahoma,US,2021-04-01 4:27,36.796297,-97.78638765,548,7,,,"Grant, Oklahoma, US",12647.1267,1.277372263
Oklahoma,US,2021-04-01 4:27,34.93535801,-99.5605612,571,17,,,"Greer, Oklahoma, US",9996.498599,2.977232925
Oklahoma,US,2021-04-01 4:27,34.7440135,-99.84741652,307,3,,,"Harmon, Oklahoma, US",11571.8055,0.977198697
Oklahoma,US,2021-04-01 4:27,36.78836519,-99.6679804,409,4,,,"Harper, Oklahoma, US",11090.02169,0.97799511
Oklahoma,US,2021-04-01 4:27,35.222576,-95.11513306,1240,11,,,"Haskell, Oklahoma, US",9820.226499,0.887096774
Oklahoma,US,2021-04-01 4:27,35.04912569,-96.24921145,1207,20,,,"Hughes, Oklahoma, US",9089.539875,1.657000829
Oklahoma,US,2021-04-01 4:27,34.58781741,-99.41138784,3027,47,,,"Jackson, Oklahoma, US",12339.99185,1.552692435
Oklahoma,US,2021-04-01 4:27,34.11130184,-97.83182974,683,12,,,"Jefferson, Oklahoma, US",11379.54015,1.756954612
Oklahoma,US,2021-04-01 4:27,34.31440473,-96.66011537,1358,20,,,"Johnston, Oklahoma, US",12250.78935,1.47275405
Oklahoma,US,2021-04-01 4:27,36.81799745,-97.14421435,5244,86,,,"Kay, Oklahoma, US",12044.65065,1.639969489
Oklahoma,US,2021-04-01 4:27,35.94530008,-97.94193268,2023,27,,,"Kingfisher, Oklahoma, US",12832.22328,1.334651508
Oklahoma,US,2021-04-01 4:27,34.91671958,-98.97720696,805,16,,,"Kiowa, Oklahoma, US",9244.37299,1.98757764
Oklahoma,US,2021-04-01 4:27,34.87844729,-95.25215049,828,10,,,"Latimer, Oklahoma, US",8219.994043,1.207729469
Oklahoma,US,2021-04-01 4:27,34.89851864,-94.70392124,5509,47,,,"Le Flore, Oklahoma, US",11050.48844,0.853149392
Oklahoma,US,2021-04-01 4:27,35.70270942,-96.8812462,3161,58,,,"Lincoln, Oklahoma, US",9063.279525,1.834862385
Oklahoma,US,2021-04-01 4:27,35.91899576,-97.44352845,4122,34,,,"Logan, Oklahoma, US",8585.532482,0.82484231
Oklahoma,US,2021-04-01 4:27,33.95273467,-97.23906784,1457,13,,,"Love, Oklahoma, US",14210.47498,0.892244338
Oklahoma,US,2021-04-01 4:27,36.31149996,-98.53467076,949,13,,,"Major, Oklahoma, US",12439.37607,1.369863014
Oklahoma,US,2021-04-01 4:27,34.02311222,-96.76855464,1978,13,,,"Marshall, Oklahoma, US",11682.71218,0.657229525
Oklahoma,US,2021-04-01 4:27,36.30179091,-95.23175116,4126,43,,,"Mayes, Oklahoma, US",10038.92944,1.042171595
Oklahoma,US,2021-04-01 4:27,35.01123903,-97.44572302,5153,57,,,"McClain, Oklahoma, US",12731.63018,1.106151756
Oklahoma,US,2021-04-01 4:27,34.11664328,-94.77222373,3887,71,,,"McCurtain, Oklahoma, US",11839.05945,1.826601492
Oklahoma,US,2021-04-01 4:27,35.37235506,-95.66599306,1971,39,,,"McIntosh, Oklahoma, US",10058.17514,1.97869102
Oklahoma,US,2021-04-01 4:27,34.48116015,-97.06826283,1957,23,,,"Murray, Oklahoma, US",13906.06125,1.175268268
Oklahoma,US,2021-04-01 4:27,35.61318461,-95.37802952,9238,114,,,"Muskogee, Oklahoma, US",13585.8935,1.234033341
Oklahoma,US,2021-04-01 4:27,36.38953329,-97.22928674,1370,16,,,"Noble, Oklahoma, US",12307.96874,1.167883212
Oklahoma,US,2021-04-01 4:27,36.79843529,-95.61902331,1126,16,,,"Nowata, Oklahoma, US",11175.06947,1.420959147
Oklahoma,US,2021-04-01 4:27,35.46485198,-96.32639984,1776,21,,,"Okfuskee, Oklahoma, US",14808.63837,1.182432432
Oklahoma,US,2021-04-01 4:27,35.55140095,-97.40716948,83647,837,,,"Oklahoma, Oklahoma, US",10489.52014,1.000633615
Oklahoma,US,2021-04-01 4:27,35.64661916,-95.96432828,3676,53,,,"Okmulgee, Oklahoma, US",9556.739893,1.441784548
Oklahoma,US,2021-04-01 4:27,36.62888819,-96.39635704,4592,57,,,"Osage, Oklahoma, US",9777.91027,1.241289199
Oklahoma,US,2021-04-01 4:27,36.83532655,-94.81011909,3782,51,,,"Ottawa, Oklahoma, US",12150.22328,1.348492861
Oklahoma,US,2021-04-01 4:27,,,0,0,,,"Out of OK, Oklahoma, US",,
Oklahoma,US,2021-04-01 4:27,36.31743373,-96.7033176,1752,35,,,"Pawnee, Oklahoma, US",10698.58329,1.997716895
Oklahoma,US,2021-04-01 4:27,36.07695283,-96.97584944,8571,52,,,"Payne, Oklahoma, US",10480.045,0.606697002
Oklahoma,US,2021-04-01 4:27,34.92065823,-95.7513432,4581,47,,,"Pittsburg, Oklahoma, US",10493.88372,1.025976861
Oklahoma,US,2021-04-01 4:27,34.72959848,-96.68337199,5037,50,,,"Pontotoc, Oklahoma, US",13156.9324,0.992654358
Oklahoma,US,2021-04-01 4:27,35.20614018,-96.94923008,8140,86,,,"Pottawatomie, Oklahoma, US",11213.35684,1.056511057
Oklahoma,US,2021-04-01 4:27,34.41635232,-95.37603505,1005,14,,,"Pushmataha, Oklahoma, US",9057.317952,1.393034826
Oklahoma,US,2021-04-01 4:27,35.68711719,-99.69666167,386,9,,,"Roger Mills, Oklahoma, US",10773.09517,2.331606218
Oklahoma,US,2021-04-01 4:27,36.37004357,-95.60406759,10199,131,,,"Rogers, Oklahoma, US",11030.83529,1.284439651
Oklahoma,US,2021-04-01 4:27,35.16478725,-96.61686741,2817,43,,,"Seminole, Oklahoma, US",11612.66386,1.526446574
Oklahoma,US,2021-04-01 4:27,35.49447108,-94.75463785,4051,35,,,"Sequoyah, Oklahoma, US",9745.242849,0.863984201
Oklahoma,US,2021-04-01 4:27,34.48556989,-97.85141892,4768,73,,,"Stephens, Oklahoma, US",11051.61903,1.531040268
Oklahoma,US,2021-04-01 4:27,36.74777635,-101.4889765,3490,27,,,"Texas, Oklahoma, US",17464.84512,0.773638968
Oklahoma,US,2021-04-01 4:27,34.37288446,-98.92426619,780,16,,,"Tillman, Oklahoma, US",10758.62069,2.051282051
Oklahoma,US,2021-04-01 4:27,36.11939621,-95.94013939,72684,794,,,"Tulsa, Oklahoma, US",11155.5179,1.092399978
Oklahoma,US,2021-04-01 4:27,,,1887,0,,,"Unassigned, Oklahoma, US",,0
Oklahoma,US,2021-04-01 4:27,35.96024096,-95.51911308,7848,91,,,"Wagoner, Oklahoma, US",9654.442791,1.159531091
Oklahoma,US,2021-04-01 4:27,36.71380786,-95.90514104,5047,95,,,"Washington, Oklahoma, US",9794.864828,1.882306321
Oklahoma,US,2021-04-01 4:27,35.29071824,-98.99180434,1067,9,,,"Washita, Oklahoma, US",9774.642726,0.84348641
Oklahoma,US,2021-04-01 4:27,36.76705782,-98.86573064,1197,11,,,"Woods, Oklahoma, US",13613.10133,0.918964077
Oklahoma,US,2021-04-01 4:27,36.42316318,-99.26283045,3129,21,,,"Woodward, Oklahoma, US",15481.6684,0.67114094
Oregon,US,2021-04-01 4:27,44.70915557,-117.6749883,750,12,,,"Baker, Oregon, US",4651.451253,1.6
Oregon,US,2021-04-01 4:27,44.49167306,-123.4316987,2582,18,,,"Benton, Oregon, US",2774.76277,0.697134005
Oregon,US,2021-04-01 4:27,45.18787398,-122.2179634,14304,196,,,"Clackamas, Oregon, US",3420.479355,1.370246085
Oregon,US,2021-04-01 4:27,45.99712889,-123.660711,838,7,,,"Clatsop, Oregon, US",2083.333333,0.835322196
Oregon,US,2021-04-01 4:27,45.94464254,-123.0890898,1374,24,,,"Columbia, Oregon, US",2624.441303,1.746724891
Oregon,US,2021-04-01 4:27,43.17406868,-124.0594514,1881,29,,,"Coos, Oregon, US",2916.866965,1.541733121
Oregon,US,2021-04-01 4:27,44.14230227,-120.356297,811,18,,,"Crook, Oregon, US",3323.225701,2.219482121
Oregon,US,2021-04-01 4:27,42.45911325,-124.157282,545,8,,,"Curry, Oregon, US",2377.317339,1.467889908
Oregon,US,2021-04-01 4:27,43.91570171,-121.2289121,6341,70,,,"Deschutes, Oregon, US",3207.51472,1.103926825
Oregon,US,2021-04-01 4:27,43.27941273,-123.167291,2884,60,,,"Douglas, Oregon, US",2598.666426,2.080443828
Oregon,US,2021-04-01 4:27,45.37160076,-120.2048869,54,1,,,"Gilliam, Oregon, US",2824.267782,1.851851852
Oregon,US,2021-04-01 4:27,44.49024544,-119.0068631,281,4,,,"Grant, Oregon, US",3903.319906,1.423487544
Oregon,US,2021-04-01 4:27,43.06422669,-118.9666306,289,6,,,"Harney, Oregon, US",3909.103206,2.076124567
Oregon,US,2021-04-01 4:27,45.51872811,-121.6552036,1084,29,,,"Hood River, Oregon, US",4636.044821,2.675276753
Oregon,US,2021-04-01 4:27,42.43201126,-122.7289309,9224,121,,,"Jackson, Oregon, US",4174.813527,1.311795317
Oregon,US,2021-04-01 4:27,44.62806839,-121.17832,2012,31,,,"Jefferson, Oregon, US",8159.623652,1.540755467
Oregon,US,2021-04-01 4:27,42.3665549,-123.5561938,2789,59,,,"Josephine, Oregon, US",3187.902203,2.115453568
Oregon,US,2021-04-01 4:27,42.68762984,-121.6496461,3003,56,,,"Klamath, Oregon, US",4400.773762,1.864801865
Oregon,US,2021-04-01 4:27,42.79246693,-120.3850163,404,6,,,"Lake, Oregon, US",5134.070403,1.485148515
Oregon,US,2021-04-01 4:27,43.93727035,-122.847753,10764,141,,,"Lane, Oregon, US",2817.306912,1.309921962
Oregon,US,2021-04-01 4:27,44.64252874,-123.869912,1208,20,,,"Lincoln, Oregon, US",2417.837557,1.655629139
Oregon,US,2021-04-01 4:27,44.48899494,-122.5373154,3828,60,,,"Linn, Oregon, US",2950.311756,1.567398119
Oregon,US,2021-04-01 4:27,43.1937027,-117.6227395,3397,58,,,"Malheur, Oregon, US",11111.83802,1.707388873
Oregon,US,2021-04-01 4:27,44.90287942,-122.5815117,19341,297,,,"Marion, Oregon, US",5560.666786,1.535597953
Oregon,US,2021-04-01 4:27,45.41846568,-119.584546,1062,15,,,"Morrow, Oregon, US",9152.805309,1.412429379
Oregon,US,2021-04-01 4:27,45.54747959,-122.4169351,33248,558,,,"Multnomah, Oregon, US",4090.274403,1.678296439
Oregon,US,2021-04-01 4:27,44.90322804,-123.4128888,3223,48,,,"Polk, Oregon, US",3743.973979,1.489295687
Oregon,US,2021-04-01 4:27,45.41501554,-120.6827834,53,0,,,"Sherman, Oregon, US",2977.52809,0
Oregon,US,2021-04-01 4:27,45.46248721,-123.712066,509,2,,,"Tillamook, Oregon, US",1882.674952,0.392927308
Oregon,US,2021-04-01 4:27,45.59073056,-118.7353826,7871,82,,,"Umatilla, Oregon, US",10097.4984,1.041799009
Oregon,US,2021-04-01 4:27,,,0,0,,,"Unassigned, Oregon, US",,
Oregon,US,2021-04-01 4:27,45.30915495,-118.0068979,1372,21,,,"Union, Oregon, US",5112.725918,1.530612245
Oregon,US,2021-04-01 4:27,45.57894064,-117.183538,149,5,,,"Wallowa, Oregon, US",2067.147614,3.355704698
Oregon,US,2021-04-01 4:27,45.16292781,-121.1670954,1243,27,,,"Wasco, Oregon, US",4658.571321,2.172164119
Oregon,US,2021-04-01 4:27,45.55972701,-123.0955257,22334,223,,,"Washington, Oregon, US",3712.482879,0.998477657
Oregon,US,2021-04-01 4:27,44.72698162,-120.0281427,25,1,,,"Wheeler, Oregon, US",1876.876877,4
Oregon,US,2021-04-01 4:27,45.23330449,-123.3086963,3935,70,,,"Yamhill, Oregon, US",3674.136321,1.778907243
Pennsylvania,US,2021-04-01 4:27,39.87140411,-77.21610347,8142,161,,,"Adams, Pennsylvania, US",7904.163714,1.97740113
Pennsylvania,US,2021-04-01 4:27,40.46809875,-79.98167747,86009,1814,,,"Allegheny, Pennsylvania, US",7072.846811,2.109081608
Pennsylvania,US,2021-04-01 4:27,40.81665618,-79.46290811,5186,120,,,"Armstrong, Pennsylvania, US",8011.122268,2.313922098
Pennsylvania,US,2021-04-01 4:27,40.6825484,-80.34921611,13249,357,,,"Beaver, Pennsylvania, US",8082.157519,2.694542984
Pennsylvania,US,2021-04-01 4:27,40.00522157,-78.48998442,3979,130,,,"Bedford, Pennsylvania, US",8308.970932,3.267152551
Pennsylvania,US,2021-04-01 4:27,40.41570541,-75.92457766,40023,930,,,"Berks, Pennsylvania, US",9502.94897,2.323663893
Pennsylvania,US,2021-04-01 4:27,40.47961444,-78.34917412,11259,313,,,"Blair, Pennsylvania, US",9241.641974,2.779998224
Pennsylvania,US,2021-04-01 4:27,41.78869215,-76.51570822,4827,83,,,"Bradford, Pennsylvania, US",8001.922981,1.71949451
Pennsylvania,US,2021-04-01 4:27,40.33682119,-75.10836643,50827,1181,,,"Bucks, Pennsylvania, US",8089.993156,2.323568182
Pennsylvania,US,2021-04-01 4:27,40.91152759,-79.91351055,15366,386,,,"Butler, Pennsylvania, US",8179.800163,2.512039568
Pennsylvania,US,2021-04-01 4:27,40.49527404,-78.71377428,12434,405,,,"Cambria, Pennsylvania, US",9550.510016,3.257198005
Pennsylvania,US,2021-04-01 4:27,41.43625568,-78.20376845,278,6,,,"Cameron, Pennsylvania, US",6251.405442,2.158273381
Pennsylvania,US,2021-04-01 4:27,40.91545395,-75.7068525,5421,158,,,"Carbon, Pennsylvania, US",8446.293353,2.914591404
Pennsylvania,US,2021-04-01 4:27,40.92058903,-77.82200624,14948,213,,,"Centre, Pennsylvania, US",9205.283739,1.424939791
Pennsylvania,US,2021-04-01 4:27,39.97291773,-75.74768357,34087,762,,,"Chester, Pennsylvania, US",6492.897946,2.235456332
Pennsylvania,US,2021-04-01 4:27,41.19265812,-79.42413524,2849,88,,,"Clarion, Pennsylvania, US",7411.936105,3.088803089
Pennsylvania,US,2021-04-01 4:27,41.00110782,-78.47592663,7224,128,,,"Clearfield, Pennsylvania, US",9114.882342,1.771871539
Pennsylvania,US,2021-04-01 4:27,41.23255967,-77.63785995,3110,58,,,"Clinton, Pennsylvania, US",8050.320977,1.864951768
Pennsylvania,US,2021-04-01 4:27,41.04821986,-76.40565017,4976,128,,,"Columbia, Pennsylvania, US",7659.62687,2.572347267
Pennsylvania,US,2021-04-01 4:27,41.68447709,-80.10760592,6752,143,,,"Crawford, Pennsylvania, US",7978.352574,2.117890995
Pennsylvania,US,2021-04-01 4:27,40.1625372,-77.26130755,18121,497,,,"Cumberland, Pennsylvania, US",7151.991159,2.742674245
Pennsylvania,US,2021-04-01 4:27,40.41377078,-76.77993242,22552,520,,,"Dauphin, Pennsylvania, US",8103.514565,2.305782192
Pennsylvania,US,2021-04-01 4:27,39.91680171,-75.40243663,44593,1284,,,"Delaware, Pennsylvania, US",7868.237503,2.879375687
Pennsylvania,US,2021-04-01 4:27,41.42822061,-78.64524744,2555,37,,,"Elk, Pennsylvania, US",8542.293547,1.4481409
Pennsylvania,US,2021-04-01 4:27,41.99253829,-80.03301954,18744,392,,,"Erie, Pennsylvania, US",6949.222921,2.091335894
Pennsylvania,US,2021-04-01 4:27,39.92041012,-79.64291195,11288,288,,,"Fayette, Pennsylvania, US",8731.840896,2.551381999
Pennsylvania,US,2021-04-01 4:27,41.51095103,-79.23229292,1393,21,,,"Forest, Pennsylvania, US",19221.74693,1.507537688
Pennsylvania,US,2021-04-01 4:27,39.92956518,-77.72157791,13603,338,,,"Franklin, Pennsylvania, US",8774.600553,2.484746012
Pennsylvania,US,2021-04-01 4:27,39.92913544,-78.11163677,1200,15,,,"Fulton, Pennsylvania, US",8258.774948,1.25
Pennsylvania,US,2021-04-01 4:27,39.85746531,-80.22357106,2877,37,,,"Greene, Pennsylvania, US",7940.27544,1.28606187
Pennsylvania,US,2021-04-01 4:27,40.42162652,-77.97673273,4632,126,,,"Huntingdon, Pennsylvania, US",10260.49973,2.720207254
Pennsylvania,US,2021-04-01 4:27,40.65241041,-79.08963285,5405,161,,,"Indiana, Pennsylvania, US",6428.936757,2.978723404
Pennsylvania,US,2021-04-01 4:27,41.12913106,-78.9986361,2999,91,,,"Jefferson, Pennsylvania, US",6906.160046,3.034344782
Pennsylvania,US,2021-04-01 4:27,40.53358749,-77.3997513,1929,81,,,"Juniata, Pennsylvania, US",7789.847757,4.199066874
Pennsylvania,US,2021-04-01 4:27,41.43564672,-75.60379201,15627,435,,,"Lackawanna, Pennsylvania, US",7452.998464,2.783643694
Pennsylvania,US,2021-04-01 4:27,40.03904563,-76.24770128,47967,1077,,,"Lancaster, Pennsylvania, US",8789.607934,2.245293639
Pennsylvania,US,2021-04-01 4:27,40.99206278,-80.33393706,6634,194,,,"Lawrence, Pennsylvania, US",7757.975489,2.924329213
Pennsylvania,US,2021-04-01 4:27,40.36680311,-76.45651841,13926,264,,,"Lebanon, Pennsylvania, US",9821.359305,1.895734597
Pennsylvania,US,2021-04-01 4:27,40.6154815,-75.59435245,34130,806,,,"Lehigh, Pennsylvania, US",9241.358396,2.361558746
Pennsylvania,US,2021-04-01 4:27,41.17823008,-75.98447579,27129,763,,,"Luzerne, Pennsylvania, US",8546.801211,2.812488481
Pennsylvania,US,2021-04-01 4:27,41.34310539,-77.06629984,10312,262,,,"Lycoming, Pennsylvania, US",9101.580773,2.540729247
Pennsylvania,US,2021-04-01 4:27,41.80938602,-78.56478358,3182,65,,,"McKean, Pennsylvania, US",7832.615385,2.042740415
Pennsylvania,US,2021-04-01 4:27,41.30248872,-80.25816981,8588,248,,,"Mercer, Pennsylvania, US",7848.369645,2.887750349
Pennsylvania,US,2021-04-01 4:27,40.61116939,-77.61070738,4831,175,,,"Mifflin, Pennsylvania, US",10470.76163,3.622438419
Pennsylvania,US,2021-04-01 4:27,41.05934058,-75.34031025,11449,289,,,"Monroe, Pennsylvania, US",6723.987056,2.524237925
Pennsylvania,US,2021-04-01 4:27,40.21053671,-75.36652296,59553,1610,,,"Montgomery, Pennsylvania, US",7167.159096,2.703474216
Pennsylvania,US,2021-04-01 4:27,41.03023987,-76.66345939,1866,60,,,"Montour, Pennsylvania, US",10235.87493,3.215434084
Pennsylvania,US,2021-04-01 4:27,40.75182733,-75.30471829,30557,678,,,"Northampton, Pennsylvania, US",10009.33554,2.218804202
Pennsylvania,US,2021-04-01 4:27,40.84785433,-76.70798222,8617,335,,,"Northumberland, Pennsylvania, US",9485.596028,3.88766392
Pennsylvania,US,2021-04-01 4:27,40.40206612,-77.26297447,3218,89,,,"Perry, Pennsylvania, US",6954.529737,2.765692977
Pennsylvania,US,2021-04-01 4:27,40.00338507,-75.1379271,131606,3270,,,"Philadelphia, Pennsylvania, US",8308.123914,2.484689148
Pennsylvania,US,2021-04-01 4:27,41.33155042,-75.03208106,3155,51,,,"Pike, Pennsylvania, US",5653.210056,1.616481775
Pennsylvania,US,2021-04-01 4:27,41.74471626,-77.89559864,984,22,,,"Potter, Pennsylvania, US",5954.253903,2.235772358
Pennsylvania,US,2021-04-01 4:27,40.70497338,-76.2150785,12915,383,,,"Schuylkill, Pennsylvania, US",9136.312509,2.965543941
Pennsylvania,US,2021-04-01 4:27,40.77129231,-77.06840691,3313,82,,,"Snyder, Pennsylvania, US",8206.182503,2.475098098
Pennsylvania,US,2021-04-01 4:27,39.97172723,-79.02699593,7006,189,,,"Somerset, Pennsylvania, US",9538.851144,2.697687696
Pennsylvania,US,2021-04-01 4:27,41.44634738,-76.51246591,338,20,,,"Sullivan, Pennsylvania, US",5572.040884,5.917159763
Pennsylvania,US,2021-04-01 4:27,41.82147784,-75.80071959,2003,54,,,"Susquehanna, Pennsylvania, US",4966.772466,2.695956066
Pennsylvania,US,2021-04-01 4:27,41.77255149,-77.25433032,2637,98,,,"Tioga, Pennsylvania, US",6496.514006,3.716344331
Pennsylvania,US,2021-04-01 4:27,,,0,0,,,"Unassigned, Pennsylvania, US",,
Pennsylvania,US,2021-04-01 4:27,40.96188846,-77.05996014,5419,85,,,"Union, Pennsylvania, US",12062.86312,1.568555084
Pennsylvania,US,2021-04-01 4:27,41.40323442,-79.75845449,3577,90,,,"Venango, Pennsylvania, US",7059.68264,2.516074923
Pennsylvania,US,2021-04-01 4:27,41.81304978,-79.26969577,2280,99,,,"Warren, Pennsylvania, US",5817.662218,4.342105263
Pennsylvania,US,2021-04-01 4:27,40.19208869,-80.24582867,15191,275,,,"Washington, Pennsylvania, US",7343.436541,1.810282404
Pennsylvania,US,2021-04-01 4:27,41.64938475,-75.29956506,3374,71,,,"Wayne, Pennsylvania, US",6569.186737,2.104327208
Pennsylvania,US,2021-04-01 4:27,40.3137798,-79.46615476,29494,705,,,"Westmoreland, Pennsylvania, US",8453.449279,2.390316675
Pennsylvania,US,2021-04-01 4:27,41.51955538,-76.01074915,1426,44,,,"Wyoming, Pennsylvania, US",5322.087034,3.085553997
Pennsylvania,US,2021-04-01 4:27,39.9210089,-76.73040131,39879,749,,,"York, Pennsylvania, US",8880.590035,1.878181499
Puerto Rico,US,2021-04-01 4:27,18.180117,-66.754367,397,0,,,"Adjuntas, Puerto Rico, US",2286.471232,0
Puerto Rico,US,2021-04-01 4:27,18.360255,-67.175131,1036,0,,,"Aguada, Puerto Rico, US",2823.349866,0
Puerto Rico,US,2021-04-01 4:27,18.459681,-67.120815,1239,0,,,"Aguadilla, Puerto Rico, US",2464.93584,0
Puerto Rico,US,2021-04-01 4:27,18.251619,-66.126806,885,0,,,"Aguas Buenas, Puerto Rico, US",3566.535021,0
Puerto Rico,US,2021-04-01 4:27,18.131361,-66.264131,480,0,,,"Aibonito, Puerto Rico, US",2171.159761,0
Puerto Rico,US,2021-04-01 4:27,18.287985,-67.120611,658,0,,,"Anasco, Puerto Rico, US",2515.194373,0
Puerto Rico,US,2021-04-01 4:27,18.406631,-66.675077,2456,0,,,"Arecibo, Puerto Rico, US",2996.364346,0
Puerto Rico,US,2021-04-01 4:27,17.998457,-66.056546,204,0,,,"Arroyo, Puerto Rico, US",1183.431953,0
Puerto Rico,US,2021-04-01 4:27,18.445533,-66.560531,601,0,,,"Barceloneta, Puerto Rico, US",2532.979306,0
Puerto Rico,US,2021-04-01 4:27,18.201592,-66.30963,956,0,,,"Barranquitas, Puerto Rico, US",3448.151488,0
Puerto Rico,US,2021-04-01 4:27,18.34946,-66.168435,8199,0,,,"Bayamon, Puerto Rico, US",4843.769385,0
Puerto Rico,US,2021-04-01 4:27,18.040993,-67.154391,593,0,,,"Cabo Rojo, Puerto Rico, US",1248.026939,0
Puerto Rico,US,2021-04-01 4:27,18.211615,-66.050779,4922,0,,,"Caguas, Puerto Rico, US",3950.050559,0
Puerto Rico,US,2021-04-01 4:27,18.418578,-66.860206,961,0,,,"Camuy, Puerto Rico, US",3150.406504,0
Puerto Rico,US,2021-04-01 4:27,18.328802,-65.887612,1433,0,,,"Canovanas, Puerto Rico, US",3207.682321,0
Puerto Rico,US,2021-04-01 4:27,18.374986,-65.956831,6721,0,,,"Carolina, Puerto Rico, US",4572.606542,0
Puerto Rico,US,2021-04-01 4:27,18.437269,-66.143306,943,0,,,"Catano, Puerto Rico, US",4078.543316,0
Puerto Rico,US,2021-04-01 4:27,18.102851,-66.14914,1024,0,,,"Cayey, Puerto Rico, US",2414.58181,0
Puerto Rico,US,2021-04-01 4:27,18.251818,-65.666416,282,0,,,"Ceiba, Puerto Rico, US",2586.206897,0
Puerto Rico,US,2021-04-01 4:27,18.28885,-66.516475,624,0,,,"Ciales, Puerto Rico, US",3947.368421,0
Puerto Rico,US,2021-04-01 4:27,18.173559,-66.161179,1050,0,,,"Cidra, Puerto Rico, US",2741.013392,0
Puerto Rico,US,2021-04-01 4:27,18.097597,-66.36014,698,0,,,"Coamo, Puerto Rico, US",1820.742905,0
Puerto Rico,US,2021-04-01 4:27,18.224687,-66.221622,560,0,,,"Comerio, Puerto Rico, US",3003.003003,0
Puerto Rico,US,2021-04-01 4:27,18.304264,-66.327738,1168,0,,,"Corozal, Puerto Rico, US",3616.882916,0
Puerto Rico,US,2021-04-01 4:27,18.31586,-65.28813,23,0,,,"Culebra, Puerto Rico, US",1341.890315,0
Puerto Rico,US,2021-04-01 4:27,18.436115,-66.278669,1592,0,,,"Dorado, Puerto Rico, US",4404.969425,0
Puerto Rico,US,2021-04-01 4:27,18.318373,-65.666866,852,0,,,"Fajardo, Puerto Rico, US",2892.64616,0
